"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"Embedded Systems","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/174-embedded-systems-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natural Resources and Life Sciences","Universität für Bodenkultur Wien","PhD","Wien","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/181-natural-resources-and-life-sciences-4-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Sciences","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/phd/185-computer-sciences-4-3-innsbruck.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mining Sciences","Montanuniversität Leoben","PhD","Leoben","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/194-mining-sciences-4-3-leoben.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natural Sciences","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/199-natural-sciences-4-3-linz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natural Sciences in the Field of Life Sciences","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/engineering-sciences/phd/214-natural-sciences-in-the-field-of-life-sciences-4-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engineering Sciences","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/241-engineering-sciences-4-3-innsbruck.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engineering Sciences","Technische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/242-engineering-sciences-4-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Technical Sciences","Technische Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/243-technical-sciences-4-3-graz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engineering Sciences","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/244-engineering-sciences-4-3-linz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Technology","Universität Klagenfurt","PhD","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/245-technology-4-3-klagenfurt.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engineering Sciences","Universität für angewandte Kunst Wien","PhD","Wien","https://www.studienwahl.at/studies/engineering-sciences/doctoral-programmes/247-engineering-sciences-4-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philosophy","Kunstuniversität Linz","PhD","Linz","https://www.studienwahl.at/studies/art-studies/phd/277-philosophy-4-3-linz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/304-electrical-engineering-2-3-graz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/305-electrical-engineering-12-3-graz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering and Audio Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/art-studies/music-and-performing-arts/electrical-engineering-sound-engineering/306-electrical-engineering-and-audio-engineering-2-3-graz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering and Audio Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/art-studies/music-and-performing-arts/electrical-engineering-sound-engineering/307-electrical-engineering-and-audio-engineering-12-3-graz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering and Business","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/308-electrical-engineering-and-business-12-3-graz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Engineering and Information Technology","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/information/electrical-engineering/309-electrical-engineering-and-information-technology-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Automation and Robotic Systems","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/313-automation-and-robotic-systems-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"International Master in Soils and Global Change (IMSOGLO)","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/321-international-master-in-soils-and-global-change-imsoglo-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Sciences – Soil, Water and Biodiversity, ENVEURO","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/323-environmental-sciences-soil-water-and-biodiversity-enveuro-e-12-3-wien.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDP MSc European Forestry","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/343-ddp-msc-european-forestry-e-12-3-wien.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European Master in Animal Breeding and Genetics","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/agriculture/344-european-master-in-animal-breeding-and-genetics-e-12-3-wien.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Financial and Actuarial Mathematics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/361-financial-and-actuarial-mathematics-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Financial and Actuarial Mathematics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/362-financial-and-actuarial-mathematics-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forestry","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/367-forestry-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forestry Sciences","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/368-forestry-sciences-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geodesy and Geoinformation","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/386-geodesy-and-geoinformation-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geodesy and Geoinformation","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/387-geodesy-and-geoinformation-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geodesy","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/405-geodesy-2-3-graz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geodesy","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/406-geodesy-12-3-graz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood and Fibre Technology","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/460-wood-and-fibre-technology-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Technology and Management","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/461-wood-technology-and-management-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"International Master in Horticultural Sciences","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/horticultural-sciences/466-international-master-in-horticultural-sciences-e-12-3-wien.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Technical Sciences","Akademie der bildenden Künste Wien","PhD","Wien","https://www.studienwahl.at/studies/art-studies/doctoral-programmes/480-technical-sciences-4-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Design","Universität für angewandte Kunst Wien","Master","Wien","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/482-industrial-design-3-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Design","Kunstuniversität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/483-industrial-design-2-3-linz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Design","Kunstuniversität Linz","Master","Linz","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/484-industrial-design-12-3-linz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Management and Business Administration","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/485-industrial-management-and-business-administration-12-3-leoben.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Energy Engineering","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/energy-engineering/486-energy-engineering-12-3-leoben.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Environmental and Climate Protection Technology","Montanuniversität Leoben","Bachelor","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/environmental-protection-waste-disposal-engineering-and-recycling/487-environmental-and-climate-protection-technology-2-3-leoben.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Environmental and Climate Protection Technology","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/environmental-protection-waste-disposal-engineering-and-recycling/488-environmental-and-climate-protection-technology-12-3-leoben.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Logistics","Montanuniversität Leoben","Bachelor","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/489-industrial-logistics-2-3-leoben.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Logistics","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/490-industrial-logistics-12-3-leoben.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Mathematics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/491-industrial-mathematics-e-12-3-linz.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Science","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/492-computer-science-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Sciences","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/493-computer-sciences-2-3-innsbruck.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Sciences","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/494-computer-sciences-e-12-3-innsbruck.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Sciences","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/495-computer-sciences-2-3-graz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Science","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/496-computer-science-e-12-3-graz.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Sciences","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/497-computer-sciences-2-3-linz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computer Science","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/498-computer-science-e-12-3-linz.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Applied Informatics","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/499-applied-informatics-2-3-klagenfurt.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Informatics","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/500-informatics-e-12-3-klagenfurt.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Information and Communictions Engineering","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/510-information-and-communictions-engineering-e-12-3-klagenfurt.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electronics and Information Technology","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/511-electronics-and-information-technology-2-3-linz.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electronics and Information Technology","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/512-electronics-and-information-technology-12-3-linz.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Management Information Systems","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/computer-management/513-management-information-systems-2-3-klagenfurt.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Information and Communications Engineering","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/515-information-and-communications-engineering-2-3-klagenfurt.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JDS Engineering","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/engineering-sciences/technology/engineering-sciences/516-jds-engineering-2-3-salzburg.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"International Study Program in Petroleum Engineering","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/535-international-study-program-in-petroleum-engineering-e-12-3-leoben.en.html","Engineering Sciences","English","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Sciences and Civil Engineering","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/626-environmental-sciences-and-civil-engineering-2-3-wien.en.html","Engineering Sciences","German","Austria","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Civil Engineering and Water Management","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/627-civil-engineering-and-water-management-12-3-wien.en.html","Engineering Sciences","German","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
