"Program_name","Institution","Level","Language","Link"
"MECHANICAL ENGINEERING","Faculty of Technical Sciences","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Western Serbia Academy of Applied Studies - Uzice Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/western-serbia-academy-of-applied-studies-uzice-department-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical Engineering","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mechanical-engineering-master-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical Engineering","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-phd-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical and Civil Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-mechanical-and-civil-engineering-bachelor-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-master-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-bachelor-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical and Civil Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-mechanical-and-civil-engineering-phd-mechanical-engineering"
"MECHANICAL ENGINEERING","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-specialist-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Academy of Vocational Studies Šumadija - Trstenik Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-trstenik-department-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Academy of Vocational Studies Šumadija - Trstenik Department - unit in Priboj","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-trstenik-priboj-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Technical  College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-zrenjanin-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Section of Applied Engineering Sciences Požarevac","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-applied-engineering-sciences-pozarevac-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-subotica-bachelor-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical and Civil Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-mechanical-and-civil-engineering-master-mechanical-engineering"
"MECHANICAL ENGINEERING","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-master-mechanical-engineering"
"MECHANICAL ENGINEERING","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-cacak-master-applied-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-bachelor-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical Engineering","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mechanical-engineering-bachelor-mechanical-engineering"
"MECHANICAL ENGINEERING","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-bachelor-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-phd-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Mechanical Engineering","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mechanical-engineering-phd-mechanical-engineering"
"MECHANICAL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-mechanical-engineering"
"MECHANICAL ENGINEERING (2 MODULES)","Section of Traffic, Mechanical Engineering and Safety Engineering","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-traffic-mechanical-engineering-and-safety-engineering-specialist-applied-mechanical-engineering-2-modules"
"MECHANICAL ENGINEERING (2 MODULES)","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-bachelor-applied-mechanical-engineering-two-modules"
"MECHANICAL ENGINEERING (4 MODULES)","Academy for Applied Technical Studies Belgrade","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-bachelor-applied-mechanical-engineering-4-modules"
"MECHANICAL ENGINEERING (4 MODULES)","Academy for Applied Technical Studies Belgrade","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-master-applied-mechanical-engineering-4-modules"
"MECHANIZATION AND CONSTRUCTION MECHANICAL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-mechanization-and-construction-mechanical-engineering"
"MECHANIZATION AND CONSTRUCTION MECHANICAL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-mechanization-and-construction-mechanical-engineering"
"MECHATRONICS","Academy for Applied Technical Studies Belgrade - unit in Valjevo","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-unit-in-valjevo-bachelor-applied-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-bachelor-mechatronics"
"MECHATRONICS","Academy for Applied Technical Studies Belgrade","Applied","English","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-bachelor-applied-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-phd-mechatronics"
"MECHATRONICS","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-subotica-specialist-applied-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-mechatronics"
"MECHATRONICS","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-subotica-bachelor-applied-mechatronics"
"MECHATRONICS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-mechatronics"
"MECHATRONICS AND MANAGEMENT","Faculty of Mechanical Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-master-mechatronics-and-management"
"MEDIA AND COMMUNICATION","Faculty of Political Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-phd-media-and-communication"
"MEDIA AND SOCIETY","Faculty of Philosophy","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-phd-media-and-society"
"MEDIA MANAGEMENT","Faculty of Management","Academic","English","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-management-bachelor-media-management"
"MEDICAL LABORATORY TECHNOLOGIST","Academy of Applied Studies Belgrade - Medical College Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-applied-studies-belgrade-medical-college-department-bachelor-applied-medical-laboratory-technologist"
"MEDICAL LABORATORY TECHNOLOGIST","College of Professional Studies - International Center for Professional Studies - ICEPS - unit in Novi Sad","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/college-of-professional-studies-international-center-for-professional-studies-iceps-bachelor-applied-medical-laboratory-technologist-novi-sad"
"MEDICAL RADIOLOGIST","Academy of Applied Studies Belgrade - Medical College Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-applied-studies-belgrade-medical-college-department-bachelor-applied-medical-radiologist"
"MEDICAL RADIOLOGIST - MODERN DIAGNOSIS IN RADIOLOGY","Academy of Applied Studies Belgrade - Medical College Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-applied-studies-belgrade-medical-college-department-specialist-applied-medical-radiologist-modern-diagnosis-in-radiology"
"MEDICAL RADIOLOGY","Milutin Milankovic Medical College of Applied Studies","Applied","English","https://www.bazaobrazovanja.rs/en/program/milutin-milankovic-medical-college-of-applied-studies-belgrade-master-applied-medical-radiology"
"MEDICAL REHABILITATION","Faculty of Medicine","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-medicine-bachelor-medical-rehabilitation"
"MEDICAL REHABILITATION","Faculty of Medicine","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-medicine-master-medical-rehabilitation"
"MEDICAL SCIENCES","Faculty of Medicine","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-school-of-medicine-specialist-medical-sciences"
"MEDICAL SCIENCES","Faculty of Medicine","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-school-of-medicine-phd-medical-sciences"
"MEDICAL SCIENCES","Faculty of Medical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-medical-sciences-phd-medical-sciences"
"MEDICINE","Faculty of Medicine","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-medicine-phd-medicine"
"MEDICINE","Faculty of Medicine","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-medicine-integrated-medicine"
"MEDICINE","Faculty of Medicine","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-medicine-integrated-medicine"
"MEDICINE","Faculty of Medical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-medical-sciences-integrated-medicine"
"MEDICINE","Military Medical Academy Medical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-defence-military-medical-academy-medical-faculty-integrated-medicine"
"MEDICINE","Faculty of Medicine","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-school-of-medicine-integrated-medicine"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DRAGINjA NIKŠIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-draginja-niksic-sremska-mitrovica-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-cacak-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-subotica-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-subotica-medicinska-sestra-tehnicar2"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR IZABEL EMSLI HATON”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-izabel-emsli-haton-vranje-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-subotica-medicinska-sestra-tehnicar3"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA ŠKOLA „SEZAI SUROI”","Vocational secondary education","Albanian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sezai-suroi-bujanovac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA ŠKOLA „ŽIKICA DAMNjANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-zikica-damnjanovic-smederevska-palanka-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-uzice-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR ALEKSA SAVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr.-aleksa-savic-prokupl%D1%98e-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „STEVICA JOVANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-stevica-jovanovic-pancevo-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-leskovac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR MIŠA PANTIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-misa-pantic-val%D1%98evo-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-zrenjanin-medicinska-sestra-tehnicar2"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA „DR RUŽICA RIP”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-dr-ruzica-rip-sombor-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA „DR RUŽICA RIP”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-dr-ruzica-rip-sombor-medicinska-sestra-tehnicar2"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-zrenjanin-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","HEMIJSKO-MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/hemijsko-medicinska-skola-vrsac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA ŠKOLA „SVETI SAVA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-sava-loznica-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA STRUČNA ŠKOLA „MILOŠ CRNjANSKI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-milos-crnjanski-kikinda-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-zajecar-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR ANDRA JOVANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr.-andra-jovanovic-sabac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR MILENKO HAdžIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-milenko-hadzic-nis-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-pozarevac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-senta-medicinska-sestra-tehnicar2"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-beograd-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA SA DOMOM UČENIKA „SESTRE NINKOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-sa-domom-ucenika-sestre-ninkovic-kragujevac-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","SREDNjA MEDICINSKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-medicinska-skola-senta-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DANILO DIMITRIJEVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-danilo-dimitrijevic-cuprija-medicinska-sestra-tehnicar"
"MEDICINSKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-krusevac-medicinska-sestra-tehnicar"
