"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"ŠIVAČ TEKSTILA","ŠKOLA ZA OŠTEćENE SLUHOM – NAGLUVE „STEFAN DEČANSKI”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-ostecene-sluhom-nagluve-stefan-decanski-beograd-sivac-tekstila","Serbian","Serbia",NA,"No"
"ŠIVAČ TEKSTILA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE SA DOMOM „SVETI SAVA”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-sa-domom-sveti-sava-umka-sivac-tekstila","Serbian","Serbia",NA,"No"
"ŠIVAČ TEKSTILA","SPECIJALNA ŠKOLA SA DOMOM UČENIKA „BUBANj”","Other","https://www.bazaobrazovanja.rs/en/program/specijalna-skola-sa-domom-ucenika-bubanj-nis-sivac-tekstila","Serbian","Serbia",NA,"No"
"ŠUMARSKI TEHNIČAR","PREHRAMBENO-ŠUMARSKA I HEMIJSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/prehrambeno-sumarska-i-hemijska-skola-sremska-mitrovica-sumarski-tehnicar","Serbian","Serbia",NA,"No"
"ŠUMARSKI TEHNIČAR","POLjOPRIVREDNO-ŠUMARSKA ŠKOLA „JOSIF PANČIć”","Other","https://www.bazaobrazovanja.rs/en/program/pol%D1%98oprivredno-sumarska-skola-josif-pancic-surdulica-sumarski-tehnicar","Serbian","Serbia",NA,"No"
"ŠUMARSKI TEHNIČAR","ŠUMARSKA ŠKOLA SA DOMOM UČENIKA","Other","https://www.bazaobrazovanja.rs/en/program/sumarska-skola-sa-domom-ucenika-kral%D1%98evo-sumarski-tehnicar","Serbian","Serbia",NA,"No"
"ŠUMARSKI TEHNIČAR","TEHNIČKA ŠKOLA „MILEVA MARIć AJNŠTAJN”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mileva-maric-ajnstajn-novi-sad-sumarski-tehnicar","Serbian","Serbia",NA,"No"
"TAPETAR - DEKORATER","TEHNIČKA ŠKOLA „MILEVA MARIć AJNŠTAJN”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mileva-maric-ajnstajn-novi-sad-tapetar--dekorater","Serbian","Serbia",NA,"No"
"TAPETAR-DEKORATER","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-tutin-tapetar-dekorater","Serbian","Serbia",NA,"No"
"TAXES AND CUSTOMS","College of Economics and Administration","Other","https://www.bazaobrazovanja.rs/en/program/college-of-economics-and-administration-belgrade-bachelor-applied-taxes-and-customs","Serbian","Serbia",NA,"No"
"TAXES AND CUSTOMS","Department of Business Studies Blace","Other","https://www.bazaobrazovanja.rs/en/program/toplica-academy-of-applied-studies-department-of-business-studies-blace-bachelor-applied-taxes-and-customs","Serbian","Serbia",NA,"No"
"TAXES AND CUSTOMS (2 MODULES)","Belgrade Business and Arts Academy of Applied Studies - Department of Business and Information Studies","Other","https://www.bazaobrazovanja.rs/en/program/belgrade-business-and-arts-academy-of-applied-studies-department-of-business-and-information-studies-belgrade-bachelor-applied-taxes-and-customs-two-modules","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-education-master-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-education-master-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Hungarian Language Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-hungarian-language-teacher-training-faculty-master-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Hungarian Language Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-hungarian-language-teacher-training-faculty-bachelor-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Educons University","Other","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-master-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-education-bachelor-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Teacher Education in Užice","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-teacher-education-in-uzice-master-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-education-bachelor-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-teacher-training-faculty-bachelor-teacher","Serbian","Serbia",NA,"No"
"TEACHER","Faculty of Teacher Education in Užice","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-teacher-education-in-uzice-bachelor-teacher","Serbian","Serbia",NA,"No"
"TEACHER EDUCATION","Educons University - unit in Tutin","Other","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-tutin-bachelor-teacher-education","Serbian","Serbia",NA,"No"
"TEACHER EDUCATION","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-master-teacher-education","Serbian","Serbia",NA,"No"
"TEACHER EDUCATION","Teacher Training Faculty - unit in Negotin","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-teacher-training-faculty-bachelor-pre-school-teacher-negotin","Serbian","Serbia",NA,"No"
"TEACHER EDUCATION","Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-teacher-training-faculty-master-teacher-education","Serbian","Serbia",NA,"No"
"TEACHER IN PRESCHOOL INSTITUTION","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-bachelor-teacher-in-preschool-institution","Serbian","Serbia",NA,"No"
"TEACHER OF CHILDREN FROM VULNERABLE GROUPS","Academy of Applied Preschool Teaching and Health Studies Kruševac - Kruševac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-applied-preschool-teaching-and-health-studies-krusevac-krusevac-department-specialist-applied-teacher-of-children-from-vulnerable-groups","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-education-phd-teaching-methodology","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-teacher-training-faculty-phd-teaching-methodology","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-education-phd-teaching-methodology","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Faculty of Teacher Education in Užice","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-teacher-education-in-uzice-phd-teaching-methodology","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Faculty of Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-education-phd-doctoral-studies-in-teaching-science-mathematics-informatics-and-physical-education","Serbian","Serbia",NA,"No"
"TEACHING METHODOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-phd-teaching-methodology-1","Serbian","Serbia",NA,"No"
"TEACHING OF PHYSICS","Faculty of Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-master-teaching-of-physics","Serbian","Serbia",NA,"No"
"TECHNICAL MATHEMATICS","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-technical-mathematics","English","Serbia",NA,"No"
"TECHNICAL MATHEMATICS","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-technical-mathematics","English","Serbia",NA,"No"
"TECHNICAL MECHANICS AND TECHNICAL DESIGN","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-technical-mechanics-and-technical-design","English","Serbia",NA,"No"
"TECHNICAL MECHANICS AND TECHNICAL DESIGN","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-technical-mechanics-and-technical-design","English","Serbia",NA,"No"
"TECHNICS AND INFORMATICS TEACHER EDUCATION","Teacher Training Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-teacher-training-faculty-integrated-technics-and-informatics-teacher-education","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-master-applied-technological-engineering","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING","Faculty of Technology","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-technology-phd-technological-engineering","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING","Faculty of Technology","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-technology-master-technological-engineering","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING","Faculty of Technology","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-technology-bachelor-technological-engineering",NA,"Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING OF MATERIALS AND PROTECTION","Military Academy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-defence-military-academy-bachelor-technological-engineering-of-materials-and-protection","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING OF MATERIALS AND PROTECTION","Military Academy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-defence-military-academy-master-technological-engineering-of-materials-and-protection","Serbian","Serbia",NA,"No"
"TECHNOLOGICAL ENGINEERING OF MATERIALS AND PROTECTION","Military Academy","Other","https://www.bazaobrazovanja.rs/en/program/univerzitet-odbrane-vojna-akademija-doktorske-technological-engineering-of-materials-and-protection","Serbian","Serbia",NA,"No"
"TECHNOLOGIES IN THE FOOD AND PHARMACEUTICAL INDUSTRY","Academy of Vocational Studies Šumadija - Kruševac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-krusevac-department-bachelor-applied-technologies-in-the-food-and-pharmaceutical-industry","Serbian","Serbia",NA,"No"
"TECHNOLOGY ENGINEERING","Technical  College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-zrenjanin-master-applied-technology-engineering","Serbian","Serbia",NA,"No"
"TECHNOLOGY ENGINEERING","Technical  College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-zrenjanin-bachelor-applied-technology-engineering","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA AMBALAŽE","ŠKOLA ZA DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-beograd-tehnicar-dizajna-ambalaze","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA AMBALAŽE","ŠKOLA ZA DIZAJN „BOGDAN ŠUPUT”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-bogdan-suput-novi-sad-tehnicar-dizajna-ambalaze","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","ŠKOLA ZA DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-beograd-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","UMETNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-nis-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","SREDNjA STRUČNA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-kragujevac-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","ŠKOLA ZA DIZAJN „BOGDAN ŠUPUT”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-bogdan-suput-novi-sad-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","POLITEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-subotica-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ENTERIJERA I INDUSTRIJSKIH PROIZVODA","UMETNIČKA ŠKOLA U KRALjEVU","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-u-kral%D1%98evu-kral%D1%98evo-tehnicar-dizajna-enterijera-i-industrijskih-proizvoda","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","ŠKOLA ZA DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-beograd-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","UMETNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-uzice-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","POLITEHNIČKA ŠKOLA „MILUTIN MILANKOVIć”","Other","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-milutin-milankovic-krusevac-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","UMETNIČKA ŠKOLA U KRALjEVU","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-u-kral%D1%98evu-kral%D1%98evo-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","ŠKOLA ZA DIZAJN TEKSTILA I KOŽE","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-tekstila-i-koze-novi-pazar-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","ŠKOLA ZA TEKSTIL I DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-tekstil-i-dizajn-leskovac-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","UMETNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-nis-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA GRAFIKE","ŠKOLA ZA DIZAJN „BOGDAN ŠUPUT”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-bogdan-suput-novi-sad-tehnicar-dizajna-grafike","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ODEĆE","TEHNIČKA ŠKOLA „MILEVA MARIć AJNŠTAJN”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mileva-maric-ajnstajn-novi-sad-tehnicar-dizajna-odece","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ODEĆE","ŠKOLA ZA DIZAJN TEKSTILA","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-tekstila-beograd-tehnicar-dizajna-odece","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA ODEĆE","TRGOVINSKO-UGOSTITELjSKA ŠKOLA „TOZA DRAGOVIć”","Other","https://www.bazaobrazovanja.rs/en/program/trgovinsko-ugostitel%D1%98ska-skola-toza-dragovic-kragujevac-tehnicar-dizajna-odece","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA PROIZVODA OD KOŽE","TEHNIČKA ŠKOLA ZA DIZAJN KOŽE","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-za-dizajn-koze-beograd-tehnicar-dizajna-proizvoda-od-koze","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA TEKSTILA","ŠKOLA ZA DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-beograd-tehnicar-dizajna-tekstila","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA TEKSTILA","ŠKOLA ZA DIZAJN „BOGDAN ŠUPUT”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-bogdan-suput-novi-sad-tehnicar-dizajna-tekstila","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA TEKSTILA","ŠKOLA ZA TEKSTIL I DIZAJN","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-tekstil-i-dizajn-leskovac-tehnicar-dizajna-tekstila","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA TEKSTILA","UMETNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/umetnicka-skola-nis-tehnicar-dizajna-tekstila","Serbian","Serbia",NA,"No"
"TEHNIČAR DIZAJNA TEKSTILNIH MATERIJALA","ŠKOLA ZA DIZAJN TEKSTILA","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-dizajn-tekstila-beograd-tehnicar-dizajna-tekstilnih-materijala","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","SREDNjA TEHNIČKA ŠKOLA „VOŽD KARAĐORĐE”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-vozd-karadjordje-lebane-tehnicar-drumskog-saobracaja","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","ELEKTRO-SAOBRAćAJNA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektro-saobracajna-skola-nikola-tesla-kral%D1%98evo-tehnicar-drumskog-saobracaja","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","TEHNIČKA ŠKOLA „IVAN SARIć”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivan-saric-subotica-tehnicar-drumskog-saobracaja2","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","SREDNjA STRUČNA ŠKOLA „4. JULI”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-4.-juli-vrbas-tehnicar-drumskog-saobracaja","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","SREDNjA STRUČNA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-kragujevac-tehnicar-drumskog-saobracaja","Serbian","Serbia",NA,"No"
"TEHNIČAR DRUMSKOG SAOBRAĆAJA","TEHNIČKA ŠKOLA „RADE METALAC”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-rade-metalac-leskovac-tehnicar-drumskog-saobracaja","Serbian","Serbia",NA,"No"
