"Title","University_Name","Program_Type","Location","Detail_Link","Area","Language"
"Industrial Logistics","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/490-industrial-logistics-12-3-leoben.en.html","Engineering Sciences","German"
"Industrial Mathematics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/491-industrial-mathematics-e-12-3-linz.en.html","Engineering Sciences","English"
"Computer Science","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/492-computer-science-2-3-wien.en.html","Engineering Sciences","German"
"Computer Sciences","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/493-computer-sciences-2-3-innsbruck.en.html","Engineering Sciences","German"
"Computer Sciences","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/494-computer-sciences-e-12-3-innsbruck.en.html","Engineering Sciences","English"
"Computer Sciences","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/495-computer-sciences-2-3-graz.en.html","Engineering Sciences","German"
"Computer Science","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/496-computer-science-e-12-3-graz.en.html","Engineering Sciences","English"
"Computer Sciences","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/497-computer-sciences-2-3-linz.en.html","Engineering Sciences","German"
"Computer Science","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/498-computer-science-e-12-3-linz.en.html","Engineering Sciences","English"
"Applied Informatics","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/499-applied-informatics-2-3-klagenfurt.en.html","Engineering Sciences","German"
"Informatics","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/500-informatics-e-12-3-klagenfurt.en.html","Engineering Sciences","English"
"Information and Communictions Engineering","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/510-information-and-communictions-engineering-e-12-3-klagenfurt.en.html","Engineering Sciences","English"
"Electronics and Information Technology","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/511-electronics-and-information-technology-2-3-linz.en.html","Engineering Sciences","German"
"Electronics and Information Technology","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/512-electronics-and-information-technology-12-3-linz.en.html","Engineering Sciences","German"
"Management Information Systems","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/computer-management/513-management-information-systems-2-3-klagenfurt.en.html","Engineering Sciences","German"
"Information and Communications Engineering","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/515-information-and-communications-engineering-2-3-klagenfurt.en.html","Engineering Sciences","German"
"JDS Engineering","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/engineering-sciences/technology/engineering-sciences/516-jds-engineering-2-3-salzburg.en.html","Engineering Sciences","German"
"International Study Program in Petroleum Engineering","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/535-international-study-program-in-petroleum-engineering-e-12-3-leoben.en.html","Engineering Sciences","English"
"Environmental Sciences and Civil Engineering","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/626-environmental-sciences-and-civil-engineering-2-3-wien.en.html","Engineering Sciences","German"
"Civil Engineering and Water Management","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/627-civil-engineering-and-water-management-12-3-wien.en.html","Engineering Sciences","German"
"Polymer Engineering and Science","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/polymer-engineering-and-technologies/639-polymer-engineering-and-science-12-3-leoben.en.html","Engineering Sciences","German"
"Sustainable Polymer Engineering & Circular Economy","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/agriculture/polymer-engineering-and-technologies/640-sustainable-polymer-engineering-circular-economy-2-3-linz.en.html","Engineering Sciences","German"
"Applied Limnology","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/642-applied-limnology-e-12-3-wien.en.html","Engineering Sciences","English"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/643-landscape-architecture-and-landscape-planning-2-3-wien.en.html","Engineering Sciences","German"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/644-landscape-architecture-and-landscape-planning-12-3-wien.en.html","Engineering Sciences","German"
"Food Science and Biotechnology","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/652-food-science-and-biotechnology-2-3-wien.en.html","Engineering Sciences","German"
"Food Science and Technology","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/653-food-science-and-technology-12-3-wien.en.html","Engineering Sciences","German"
"Mechanical Engineering","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/660-mechanical-engineering-2-3-wien.en.html","Engineering Sciences","German"
"Mechanical Engineering","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/661-mechanical-engineering-12-3-wien.en.html","Engineering Sciences","German"
"Mechanical Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/662-mechanical-engineering-2-3-graz.en.html","Engineering Sciences","German"
"Mechanical Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/663-mechanical-engineering-12-3-graz.en.html","Engineering Sciences","German"
"Materials Sciences and Nanosciences","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/665-materials-sciences-and-nanosciences-12-3-innsbruck.en.html","Engineering Sciences","German"
"Materials Sciences","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/666-materials-sciences-12-3-wien.en.html","Engineering Sciences","German"
"Cartography – International Master's Programme","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/681-cartography-international-masters-programme-e-12-3-wien.en.html","Engineering Sciences","English"
"Technical Mathematics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/684-technical-mathematics-2-3-wien.en.html","Engineering Sciences","German"
"Mechatronics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/689-mechatronics-2-3-linz.en.html","Engineering Sciences","German"
"Mechatronics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/690-mechatronics-12-3-linz.en.html","Engineering Sciences","German"
"Media Informatics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/information/computer-sciences/694-media-informatics-e-12-3-wien.en.html","Engineering Sciences","English"
"Media and Human-Centered Computing","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/information/computer-sciences/696-media-and-human-centered-computing-12-3-wien.en.html","Engineering Sciences","German"
"Medical Informatics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/700-medical-informatics-12-3-wien.en.html","Engineering Sciences","German"
"Medical Informatics","Medizinische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/702-medical-informatics-12-3-wien.en.html","Engineering Sciences","German"
"Metallurgy and Metal Recycling","Montanuniversität Leoben","Bachelor","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/metallurgy/703-metallurgy-and-metal-recycling-2-3-leoben.en.html","Engineering Sciences","German"
"Metallurgy","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/metallurgy/704-metallurgy-12-3-leoben.en.html","Engineering Sciences","German"
"Microelectronics and Photonics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/709-microelectronics-and-photonics-12-3-wien.en.html","Engineering Sciences","German"
"Mountain Forestry","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/723-mountain-forestry-e-12-3-wien.en.html","Engineering Sciences","English"
"Natural Resources Management and Ecological Engineering","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/natural-resources-management-and-ecological-engineering/747-natural-resources-management-and-ecological-engineering-e-12-3-wien.en.html","Engineering Sciences","English"
"Livestock Sciences","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/agriculture/754-livestock-sciences-12-3-wien.en.html","Engineering Sciences","German"
"Organic Agricultural Systems and Agreocology","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/agriculture/763-organic-agricultural-systems-and-agreocology-e-12-3-wien.en.html","Engineering Sciences","English"
"Physical Energy and Measurement Engineering","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/814-physical-energy-and-measurement-engineering-12-3-wien.en.html","Engineering Sciences","German"
"Phytomedicine","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/phytomedicine/815-phytomedicine-12-3-wien.en.html","Engineering Sciences","German"
"Production Science and Management","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/832-production-science-and-management-e-12-3-graz.en.html","Engineering Sciences","English"
"Spatial Planning","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/urban-and-regional-planning/854-spatial-planning-2-3-wien.en.html","Engineering Sciences","German"
"Spatial Planning","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/urban-and-regional-planning/855-spatial-planning-12-3-wien.en.html","Engineering Sciences","German"
"Mining and Tunnelling","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/mining/869-mining-and-tunnelling-e-12-3-leoben.en.html","Engineering Sciences","English"
"Mineral Resources Engineering","Montanuniversität Leoben","Bachelor","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/mining/870-mineral-resources-engineering-2-3-leoben.en.html","Engineering Sciences","German"
"Raw Materials Engineering","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/mining/871-raw-materials-engineering-e-12-3-leoben.en.html","Engineering Sciences","English"
"Safety in the Food Chain","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/895-safety-in-the-food-chain-e-12-3-wien.en.html","Engineering Sciences","English"
"Software Engineering & Internet Computing","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/928-software-engineering-internet-computing-12-3-wien.en.html","Engineering Sciences","German"
"Software Engineering and Management","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/computer-management/929-software-engineering-and-management-2-3-graz.en.html","Engineering Sciences","German"
"Software Engineering and Management","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/computer-management/930-software-engineering-and-management-e-12-3-graz.en.html","Engineering Sciences","English"
"Statistics","Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/statistics/977-statistics-12-3-wien.en.html","Engineering Sciences","German"
"Statistics and Data Science","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/statistics/978-statistics-and-data-science-2-3-linz.en.html","Engineering Sciences","German"
"Statistics and Data Science","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/statistics/979-statistics-and-data-science-12-3-linz.en.html","Engineering Sciences","German"
"Statistics and Mathematical Methods in Economics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/980-statistics-and-mathematical-methods-in-economics-2-3-wien.en.html","Engineering Sciences","German"
"NAWARO: Material and Energetic Exploitation of Renewable Raw Materials","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/981-nawaro-material-and-energetic-exploitation-of-renewable-raw-materials-12-3-wien.en.html","Engineering Sciences","German"
"Technical Chemistry","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/technical-chemistry/1035-technical-chemistry-2-3-wien.en.html","Engineering Sciences","German"
"Technical Chemistry","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/technical-chemistry/1036-technical-chemistry-e-12-3-graz.en.html","Engineering Sciences","English"
"Chemistry and Chemical Technology","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/technical-chemistry/1037-chemistry-and-chemical-technology-e-2-3-linz.en.html","Engineering Sciences","English"
"Chemistry and Chemical Technology","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/technical-chemistry/1038-chemistry-and-chemical-technology-e-12-3-linz.en.html","Engineering Sciences","English"
"Technical Chemistry","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/technical-chemistry/1039-technical-chemistry-12-3-wien.en.html","Engineering Sciences","German"
"Computer Engineering","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/1044-computer-engineering-2-3-wien.en.html","Engineering Sciences","German"
"Computer Engineering","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/1045-computer-engineering-12-3-wien.en.html","Engineering Sciences","German"
"Mathematics","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/1046-mathematics-2-3-innsbruck.en.html","Engineering Sciences","German"
"Mathematics","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/1047-mathematics-12-3-innsbruck.en.html","Engineering Sciences","German"
"Technical Mathematics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/1049-technical-mathematics-2-3-linz.en.html","Engineering Sciences","German"
"Mathematics","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/1050-mathematics-e-12-3-klagenfurt.en.html","Engineering Sciences","English"
"Technical Mathematics","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/1051-technical-mathematics-2-3-klagenfurt.en.html","Engineering Sciences","German"
"Technical Physics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/1053-technical-physics-2-3-wien.en.html","Engineering Sciences","German"
"Technical Physics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/1054-technical-physics-12-3-wien.en.html","Engineering Sciences","German"
"Technical Physics","Technische Universität Graz, Universität Graz","Master","Graz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/1056-technical-physics-e-12-3-graz.en.html","Engineering Sciences","English"
"Technical Physics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/1057-technical-physics-2-3-linz.en.html","Engineering Sciences","German"
"Technical Physics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/1058-technical-physics-e-12-3-linz.en.html","Engineering Sciences","English"
"Information and Communication Engineering","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/information/electrical-engineering/1060-information-and-communication-engineering-12-3-wien.en.html","Engineering Sciences","German"
"Information and Computer Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/information/telematics/1061-information-and-computer-engineering-2-3-graz.en.html","Engineering Sciences","German"
"Information and Computer Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/telematics/1062-information-and-computer-engineering-e-12-3-graz.en.html","Engineering Sciences","English"
"Environment and Bio-Resources Management","Universität für Bodenkultur Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/1090-environment-and-bio-resources-management-2-3-wien.en.html","Engineering Sciences","German"
"Environmental and Bioresources Management","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/1091-environmental-and-bioresources-management-12-3-wien.en.html","Engineering Sciences","German"
"Environmental Systems Sciences / Natural Sciences and Technology","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/natural-sciences/1092-environmental-systems-sciences-natural-sciences-and-technology-2-3-graz.en.html","Engineering Sciences","German"
"Chemical and Process Engineering","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/chemical-and-process-engineering/1102-chemical-and-process-engineering-2-3-wien.en.html","Engineering Sciences","German"
"Chemical and Process Engineering for Sustainable Production","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/biotechnology/chemical-and-process-engineering/1103-chemical-and-process-engineering-for-sustainable-production-12-3-wien.en.html","Engineering Sciences","German"
"Chemical and Process Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/natural-sciences/biotechnology/chemical-and-process-engineering/1104-chemical-and-process-engineering-2-3-graz.en.html","Engineering Sciences","German"
"Chemical and Process Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/natural-sciences/biotechnology/chemical-and-process-engineering/1105-chemical-and-process-engineering-12-3-graz.en.html","Engineering Sciences","German"
"Water Management/Environmental Engineering","Universität für Bodenkultur Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/1134-water-managementenvironmental-engineering-e-12-3-wien.en.html","Engineering Sciences","English"
"Wildlife Ecology and Wildlife Management","Veterinärmedizinische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/agriculture/wildlife-ecology-and-wildlife-management/1141-wildlife-ecology-and-wildlife-management-12-3-wien.en.html","Engineering Sciences","German"
"Business Informatics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1150-business-informatics-2-3-wien.en.html","Engineering Sciences","German"
"Business Informatics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1151-business-informatics-e-12-3-wien.en.html","Engineering Sciences","English"
"Business Informatics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1152-business-informatics-2-3-linz.en.html","Engineering Sciences","German"
"Business Informatics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1153-business-informatics-12-3-linz.en.html","Engineering Sciences","German"
"Information Systems","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1154-information-systems-e-12-3-innsbruck.en.html","Engineering Sciences","English"
"Construction Management and Civil Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/civil-engineering/1156-construction-management-and-civil-engineering-12-3-graz.en.html","Engineering Sciences","German"
"Mechanical Engineering – Management","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1157-mechanical-engineering-management-2-3-wien.en.html","Engineering Sciences","German"
"Mechanical Engineering – Management","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1158-mechanical-engineering-management-12-3-wien.en.html","Engineering Sciences","German"
"Mechanical Engineering and Business Economics","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1159-mechanical-engineering-and-business-economics-2-3-graz.en.html","Engineering Sciences","German"
"Mechanical Engineering and Business Economics","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1160-mechanical-engineering-and-business-economics-12-3-graz.en.html","Engineering Sciences","German"
"Management in Chemical Technologies","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/technology/technical-chemistry-management/1161-management-in-chemical-technologies-e-12-3-linz.en.html","Engineering Sciences","English"
"Sustainability and Plastics Management","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/agriculture/polymer-engineering-and-technologies/1162-sustainability-and-plastics-management-12-3-linz.en.html","Engineering Sciences","German"
"E-Learning and Knowledge Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/humanities/information/1567-e-learning-and-knowledge-management-12-1-eisenstadt.en.html","Engineering Sciences","German"
"Business Process Engineering and Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/engineering-sciences/information/1568-business-process-engineering-and-management-12-1-eisenstadt.en.html","Engineering Sciences","German"
"Energy- and Environmental Management","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Pinkafeld","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/environmental-systems-sciences/1569-energy-and-environmental-management-2-1-pinkafeld.en.html","Engineering Sciences","German"
"Energy- and Environmental Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/technology/1570-energy-and-environmental-management-12-1-pinkafeld.en.html","Engineering Sciences","German"
"Building Technology and Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1572-building-technology-and-management-12-1-pinkafeld.en.html","Engineering Sciences","German"
"IT Infrastructure Management","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Eisenstadt","https://www.studienwahl.at/studies/engineering-sciences/information/1579-it-infrastructure-management-2-1-eisenstadt.en.html","Engineering Sciences","German"
"Sustainable Energy Systems","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/energy-engineering/1581-sustainable-energy-systems-12-1-pinkafeld.en.html","Engineering Sciences","German"
"Architecture","Fachhochschule Kärnten","Bachelor","Spittal a.d. Drau","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1583-architecture-2-1-spittal-ad-drau.en.html","Engineering Sciences","German"
"Architecture","Fachhochschule Kärnten","Master","Spittal a.d.Drau","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1584-architecture-12-1-spittal-addrau.en.html","Engineering Sciences","German"
"Civil Engineering","Fachhochschule Kärnten","Bachelor","Spittal a.d.Drau","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1585-civil-engineering-2-1-spittal-addrau.en.html","Engineering Sciences","German"
"Civil Engineering","Fachhochschule Kärnten","Master","Spittal a.d.Drau","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1586-civil-engineering-12-1-spittal-addrau.en.html","Engineering Sciences","German"
"Communication Engineering","Fachhochschule Kärnten","Master","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/1589-communication-engineering-e-12-1-klagenfurt.en.html","Engineering Sciences","English"
"Medical Engineering and Analytics","Fachhochschule Kärnten","Master","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/1594-medical-engineering-and-analytics-e-12-1-klagenfurt.en.html","Engineering Sciences","English"
"Integrated Systems and Circuits Design","Fachhochschule Kärnten","Master","Villach","https://www.studienwahl.at/studies/engineering-sciences/information/1596-integrated-systems-and-circuits-design-e-12-1-villach.en.html","Engineering Sciences","English"
"Mechanical Engineering","Fachhochschule Kärnten","Bachelor","Villach","https://www.studienwahl.at/studies/engineering-sciences/technology/1599-mechanical-engineering-2-1-villach.en.html","Engineering Sciences","German"
"Systems Design","Fachhochschule Kärnten","Master","Villach","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/1608-systems-design-e-12-1-villach.en.html","Engineering Sciences","English"
"Systems Engineering","Fachhochschule Kärnten","Bachelor","Villach","https://www.studienwahl.at/studies/engineering-sciences/information/electrical-engineering/1609-systems-engineering-2-1-villach.en.html","Engineering Sciences","German"
"Biotechnological Processes","Fachhochschule Wiener Neustadt GmbH","Bachelor","Tulln","https://www.studienwahl.at/studies/natural-sciences/biotechnology/1614-biotechnological-processes-2-1-tulln.en.html","Engineering Sciences","German"
"Biotechnology & Analytics","Fachhochschule Wiener Neustadt GmbH","Master","Tulln","https://www.studienwahl.at/studies/natural-sciences/biotechnology/1615-biotechnology-analytics-12-1-tulln.en.html","Engineering Sciences","German"
"Digital Media Production","Fachhochschule St. Pölten GmbH","Master","St. Pölten","https://www.studienwahl.at/studies/engineering-sciences/information/1619-digital-media-production-12-1-st-poelten.en.html","Engineering Sciences","German"
"Rail Technology and Mobility","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/engineering-sciences/technology/1620-rail-technology-and-mobility-2-1-st-poelten.en.html","Engineering Sciences","German"
"Computer Science","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/1630-computer-science-2-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Computer Science","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/1631-computer-science-12-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Information Security","Fachhochschule St. Pölten GmbH","Master","St. Pölten","https://www.studienwahl.at/studies/engineering-sciences/information/1632-information-security-12-1-st-poelten.en.html","Engineering Sciences","German"
"IT Security","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/engineering-sciences/information/1633-it-security-2-1-st-poelten.en.html","Engineering Sciences","German"
