"Title","University_Name","Program_Type","Location","Detail_Link","Area","Language"
"History of Art","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/631-history-of-art-2-3-wien.en.html","Humanities","German"
"History of Art","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/632-history-of-art-12-3-wien.en.html","Humanities","German"
"Art History","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/633-art-history-2-3-graz.en.html","Humanities","German"
"Art History","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/634-art-history-12-3-graz.en.html","Humanities","German"
"Art History","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/635-art-history-2-3-innsbruck.en.html","Humanities","German"
"History of Art","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/636-history-of-art-2-3-salzburg.en.html","Humanities","German"
"History of Art","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/637-history-of-art-12-3-salzburg.en.html","Humanities","German"
"Art Science","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/art-history/641-art-science-12-3-innsbruck.en.html","Humanities","German"
"Linguistics","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/656-linguistics-2-3-salzburg.en.html","Humanities","German"
"Psycholinguistics, Neurolinguistics & Clinical Linguistics","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/657-psycholinguistics-neurolinguistics-clinical-linguistics-12-3-salzburg.en.html","Humanities","German"
"Media","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/media-studies/691-media-12-3-innsbruck.en.html","Humanities","German"
"Media & Communications","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/692-media-communications-2-3-klagenfurt.en.html","Humanities","German"
"Media, Communications & Culture","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/693-media-communications-culture-12-3-klagenfurt.en.html","Humanities","German"
"Cognitive Science","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/cognitive-science/707-cognitive-science-e-12-3-wien.en.html","Humanities","English"
"Musicology and Dance Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/725-musicology-and-dance-studies-2-3-salzburg.en.html","Humanities","German"
"Performative and Intermedial Musicology and Dance Studies","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/726-performative-and-intermedial-musicology-and-dance-studies-12-3-salzburg.en.html","Humanities","German"
"Musicology","Universität für Musik und darstellende Kunst Graz, Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/731-musicology-2-3-graz.en.html","Humanities","German"
"Musicology","Universität für Musik und darstellende Kunst Graz, Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/732-musicology-12-3-graz.en.html","Humanities","German"
"Musicology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/741-musicology-2-3-wien.en.html","Humanities","German"
"Musicology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/742-musicology-12-3-wien.en.html","Humanities","German"
"Music Studies","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/music-studies-musicology/743-music-studies-2-3-innsbruck.en.html","Humanities","German"
"Numismatics and Monetary History","Universität Wien","Individually designed degree programme","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/numismatics/753-numismatics-and-monetary-history-7-3-wien.en.html","Humanities","German"
"Oriental Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/oriental-studies/770-oriental-studies-2-3-wien.en.html","Humanities","German"
"Education","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/772-education-2-3-graz.en.html","Humanities","German"
"Education","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/773-education-2-3-salzburg.en.html","Humanities","German"
"Philosophy","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/787-philosophy-2-3-wien.en.html","Humanities","German"
"Philosophy","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/788-philosophy-12-3-wien.en.html","Humanities","German"
"Philosophy","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/789-philosophy-2-3-graz.en.html","Humanities","German"
"Philosophy","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/790-philosophy-12-3-graz.en.html","Humanities","German"
"Philosophy","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/791-philosophy-2-3-innsbruck.en.html","Humanities","German"
"Philosophy","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/792-philosophy-12-3-innsbruck.en.html","Humanities","German"
"Philosophy","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/793-philosophy-2-3-salzburg.en.html","Humanities","German"
"Philosophy","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/794-philosophy-e-12-3-salzburg.en.html","Humanities","English"
"Philosophy","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/795-philosophy-2-3-klagenfurt.en.html","Humanities","German"
"Philosophy","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/796-philosophy-12-3-klagenfurt.en.html","Humanities","German"
"Political, Economic and Legal Philosophy","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/818-political-economic-and-legal-philosophy-12-3-graz.en.html","Humanities","German"
"Political Science","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/819-political-science-2-3-wien.en.html","Humanities","German"
"Political Science","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/820-political-science-12-3-wien.en.html","Humanities","German"
"Political Science","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/821-political-science-2-3-innsbruck.en.html","Humanities","German"
"Political Science","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/822-political-science-2-3-salzburg.en.html","Humanities","German"
"Political Science","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/823-political-science-e-12-3-salzburg.en.html","Humanities","English"
"Civic Studies","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/824-civic-studies-12-3-linz.en.html","Humanities","German"
"Mass Media and Communication Science","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/845-mass-media-and-communication-science-2-3-wien.en.html","Humanities","German"
"Journalism and Communication Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/846-journalism-and-communication-studies-12-3-wien.en.html","Humanities","German"
"Romance Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/873-romance-studies-2-3-wien.en.html","Humanities","German"
"Romance Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/874-romance-studies-12-3-graz.en.html","Humanities","German"
"Romance Studies","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/875-romance-studies-2-3-klagenfurt.en.html","Humanities","German"
"Romance Studies","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/876-romance-studies-12-3-klagenfurt.en.html","Humanities","German"
"Romance Studies/French","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/877-romance-studiesfrench-2-3-graz.en.html","Humanities","German"
"Romance Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/878-romance-studies-2-3-salzburg.en.html","Humanities","German"
"Literature and Cultural Studies","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/comparative-literature-studies/879-literature-and-cultural-studies-12-3-salzburg.en.html","Humanities","German"
"Romance Studies/Italian","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/880-romance-studiesitalian-2-3-graz.en.html","Humanities","German"
"Romance Studies/Spanish","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/885-romance-studiesspanish-2-3-graz.en.html","Humanities","German"
"Linguistics","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/887-linguistics-12-3-salzburg.en.html","Humanities","German"
"Diversity Education in School and Society","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/904-diversity-education-in-school-and-society-12-3-klagenfurt.en.html","Humanities","German"
"Sinology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-non-european/chinese-studies-sinology/907-sinology-2-3-wien.en.html","Humanities","German"
"Sinophone Societies and Cultures","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-non-european/chinese-studies-sinology/908-sinophone-societies-and-cultures-12-3-wien.en.html","Humanities","German"
"Scandinavian Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/scandinavian-studies/909-scandinavian-studies-2-3-wien.en.html","Humanities","German"
"Scandinavian Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/scandinavian-studies/910-scandinavian-studies-12-3-wien.en.html","Humanities","German"
"Slavonic Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/911-slavonic-studies-2-3-wien.en.html","Humanities","German"
"Slavonic Studies","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/912-slavonic-studies-2-3-innsbruck.en.html","Humanities","German"
"Slavonic Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/913-slavonic-studies-12-3-innsbruck.en.html","Humanities","German"
"Slavonic Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/914-slavonic-studies-2-3-salzburg.en.html","Humanities","German"
"Slavonic Studies","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/916-slavonic-studies-2-3-klagenfurt.en.html","Humanities","German"
"Social Pedagogy and Social Inclusion","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/932-social-pedagogy-and-social-inclusion-12-3-klagenfurt.en.html","Humanities","German"
"Social Pedagogy","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/934-social-pedagogy-12-3-graz.en.html","Humanities","German"
"Sociology","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/944-sociology-2-3-salzburg.en.html","Humanities","German"
"Sociology","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/945-sociology-12-3-salzburg.en.html","Humanities","German"
"Spanish","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/947-spanish-2-3-innsbruck.en.html","Humanities","German"
"Romance Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/962-romance-studies-12-3-wien.en.html","Humanities","German"
"Languages and Cultures of South Asia and Tibet","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/south-asian-studies/966-languages-and-cultures-of-south-asia-and-tibet-2-3-wien.en.html","Humanities","German"
"Languages and Cultures of South Asia","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/south-asian-studies/967-languages-and-cultures-of-south-asia-12-3-wien.en.html","Humanities","German"
"Creative Writing","Universität für angewandte Kunst Wien","Bachelor","Wien","https://www.studienwahl.at/studies/art-studies/music-and-performing-arts/creative-writing/968-creative-writing-2-3-wien.en.html","Humanities","German"
"Linguistics","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/970-linguistics-2-3-wien.en.html","Humanities","German"
"Linguistics","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/971-linguistics-2-3-graz.en.html","Humanities","German"
"Linguistics","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/972-linguistics-12-3-graz.en.html","Humanities","German"
"Linguistics","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/973-linguistics-2-3-innsbruck.en.html","Humanities","German"
"Linguistics","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/974-linguistics-12-3-innsbruck.en.html","Humanities","German"
"Theatre, Film and Media Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/information/theatre-film-and-media-studies/1070-theatre-film-and-media-studies-2-3-wien.en.html","Humanities","German"
"Tibetan and Buddhist Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/south-asian-studies/1071-tibetan-and-buddhist-studies-12-3-wien.en.html","Humanities","German"
"Transcultural Communication","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/1076-transcultural-communication-2-3-wien.en.html","Humanities","German"
"Transcultural Communication","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/1077-transcultural-communication-2-3-graz.en.html","Humanities","German"
"Translation Studies","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/1078-translation-studies-2-3-innsbruck.en.html","Humanities","German"
"Translation Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/1079-translation-studies-12-3-innsbruck.en.html","Humanities","German"
"Turkish Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/oriental-studies/1086-turkish-studies-12-3-wien.en.html","Humanities","German"
"Translation","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/1088-translation-12-3-graz.en.html","Humanities","German"
"Prehistory and Historical Archaeology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/prehistory-and-early-history/1099-prehistory-and-historical-archaeology-2-3-wien.en.html","Humanities","German"
"Prehistory and Historical Archaeology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/prehistory-and-early-history/1100-prehistory-and-historical-archaeology-12-3-wien.en.html","Humanities","German"
"Indo-European Studies and Historical Linguistics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/1106-indo-european-studies-and-historical-linguistics-12-3-wien.en.html","Humanities","German"
"Comparative Literature","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/comparative-literature-studies/1108-comparative-literature-2-3-wien.en.html","Humanities","German"
"Comparative Literature","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/comparative-literature-studies/1109-comparative-literature-12-3-wien.en.html","Humanities","German"
"Comparative Literature","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/comparative-literature-studies/1110-comparative-literature-12-3-innsbruck.en.html","Humanities","German"
"Adult Education and Further Education","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/1137-adult-education-and-further-education-12-3-graz.en.html","Humanities","German"
"East Asian Economy and Society","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/regional-studies/1142-east-asian-economy-and-society-e-12-3-wien.en.html","Humanities","English"
"Epistemologies of Science and Technology (EST)","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/1181-epistemologies-of-science-and-technology-est-12-3-wien.en.html","Humanities","German"
"E-Learning and Knowledge Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/humanities/information/1567-e-learning-and-knowledge-management-12-1-eisenstadt.en.html","Humanities","German"
"Law","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/law/doctoral-programmes/229-law-4-3-wien.en.html","Law","German"
"Law","Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/law/doctoral-programmes/230-law-4-3-graz.en.html","Law","German"
"Law","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/law/doctoral-programmes/231-law-4-3-innsbruck.en.html","Law","German"
"Law","Universität Salzburg","PhD","Salzburg","https://www.studienwahl.at/studies/law/doctoral-programmes/232-law-4-3-salzburg.en.html","Law","German"
"Law","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/law/doctoral-programmes/233-law-4-3-linz.en.html","Law","German"
"Law – Integrated Programme","Universität Innsbruck","Diploma","Innsbruck","https://www.studienwahl.at/studies/law/law/law-integrated-programme/529-law-integrated-programme-3-3-innsbruck.en.html","Law","German"
"Law and Economics","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/law/law-and-economics/law-and-economics/856-law-and-economics-2-3-salzburg.en.html","Law","German"
"Law and Economics","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/law/law-and-economics/law-and-economics/857-law-and-economics-12-3-salzburg.en.html","Law","German"
"Law","Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/law/law/law/860-law-3-3-wien.en.html","Law","German"
"Law","Universität Graz","Diploma","Graz","https://www.studienwahl.at/studies/law/law/law/861-law-3-3-graz.en.html","Law","German"
"Biomedical Engineering","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/medicinehealth/biomedicine/biomedical-engineering/120-biomedical-engineering-2-3-graz.en.html","Medicine & Health","German"
"Biomedical Engineering","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/medicinehealth/biomedicine/biomedical-engineering/121-biomedical-engineering-e-12-3-graz.en.html","Medicine & Health","English"
"Biomedicine and Biotechnology","Veterinärmedizinische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/medicinehealth/biomedicine/biomedicine-and-biotechnology/122-biomedicine-and-biotechnology-2-3-wien.en.html","Medicine & Health","German"
"Comparative Biomedicine","Veterinärmedizinische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/biomedicine/biomedicine-and-biotechnology/123-comparative-biomedicine-e-12-3-wien.en.html","Medicine & Health","English"
"Biotechnology","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/medicinehealth/biomedicine/biotechnology-and-bioprocess-engineering/126-biotechnology-e-12-3-graz.en.html","Medicine & Health","English"
"Applied Medical Science","Medizinische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/medicinehealth/doctoral-programmes/179-applied-medical-science-4-3-wien.en.html","Medicine & Health","German"
"Medical Science","Medizinische Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/medicinehealth/doctoral-programmes/193-medical-science-4-3-graz.en.html","Medicine & Health","German"
"Nursing Science","Medizinische Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/medicinehealth/doctoral-programmes/217-nursing-science-4-3-graz.en.html","Medicine & Health","German"
"Veterinary Medicine","Veterinärmedizinische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/medicinehealth/doctoral-programmes/250-veterinary-medicine-4-3-wien.en.html","Medicine & Health","German"
"Philosophy","Medizinische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/medicinehealth/phd/278-philosophy-e-4-3-wien.en.html","Medicine & Health","English"
"Clinical Sciences","Medizinische Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/medicinehealth/phd/279-clinical-sciences-4-3-innsbruck.en.html","Medicine & Health","German"
"PhD-Programme","Veterinärmedizinische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/medicinehealth/phd/280-phd-programme-e-4-3-wien.en.html","Medicine & Health","English"
"Philosophy","Medizinische Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/medicinehealth/phd/282-philosophy-e-4-3-graz.en.html","Medicine & Health","English"
"Nursing Science","Medizinische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/medicinehealth/nursing/health-and-nursing-sciences/440-nursing-science-12-3-graz.en.html","Medicine & Health","German"
"Medicine","Medizinische Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/medicinehealth/medicine/medicine/467-medicine-3-3-wien.en.html","Medicine & Health","German"
"Medicine","Medizinische Universität Graz","Diploma","Graz","https://www.studienwahl.at/studies/medicinehealth/medicine/medicine/468-medicine-3-3-graz.en.html","Medicine & Health","German"
"Medicine","Medizinische Universität Innsbruck","Diploma","Innsbruck","https://www.studienwahl.at/studies/medicinehealth/medicine/medicine/469-medicine-3-3-innsbruck.en.html","Medicine & Health","German"
"Medical Informatics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/700-medical-informatics-12-3-wien.en.html","Medicine & Health","German"
"Medical Informatics","Medizinische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/702-medical-informatics-12-3-wien.en.html","Medicine & Health","German"
"Nursing Science","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/medicinehealth/nursing/health-and-nursing-sciences/783-nursing-science-12-3-wien.en.html","Medicine & Health","German"
"Veterinary Medicine","Veterinärmedizinische Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/medicinehealth/medicine/veterinary-medicine/1114-veterinary-medicine-3-3-wien.en.html","Medicine & Health","German"
"Dentistry","Medizinische Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/medicinehealth/medicine/dentistry/1182-dentistry-3-3-wien.en.html","Medicine & Health","German"
"Dentistry","Medizinische Universität Graz","Diploma","Graz","https://www.studienwahl.at/studies/medicinehealth/medicine/dentistry/1183-dentistry-3-3-graz.en.html","Medicine & Health","German"
"Dentistry","Medizinische Universität Innsbruck","Diploma","Innsbruck","https://www.studienwahl.at/studies/medicinehealth/medicine/dentistry/1184-dentistry-3-3-innsbruck.en.html","Medicine & Health","German"
"Health Management and Health Promotion","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Pinkafeld","https://www.studienwahl.at/studies/medicinehealth/health/1573-health-management-and-health-promotion-2-1-pinkafeld.en.html","Medicine & Health","German"
"Biomedical Science","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/biomedicine/molecular-medicine/1587-biomedical-science-2-1-klagenfurt.en.html","Medicine & Health","German"
"Occupational Therapy","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/health/1590-occupational-therapy-2-1-klagenfurt.en.html","Medicine & Health","German"
"Healthcare Management","Fachhochschule Kärnten","Bachelor","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/health/1592-healthcare-management-2-1-feldkirchen.en.html","Medicine & Health","German"
"Health Management","Fachhochschule Kärnten","Master","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/health/1593-health-management-12-1-feldkirchen.en.html","Medicine & Health","German"
"Medical Engineering and Analytics","Fachhochschule Kärnten","Master","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/1594-medical-engineering-and-analytics-e-12-1-klagenfurt.en.html","Medicine & Health","English"
"Midwifery","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/health/1595-midwifery-2-1-klagenfurt.en.html","Medicine & Health","German"
"Speech and Language Therapy","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/health/1598-speech-and-language-therapy-2-1-klagenfurt.en.html","Medicine & Health","German"
"Physiotherapy","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/health/1602-physiotherapy-2-1-klagenfurt.en.html","Medicine & Health","German"
"Radiology Technology","Fachhochschule Kärnten","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/medicinehealth/health/1604-radiology-technology-2-1-klagenfurt.en.html","Medicine & Health","German"
"Social Work","Fachhochschule Kärnten","Bachelor","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/social-studies/1605-social-work-2-1-feldkirchen.en.html","Medicine & Health","German"
"Social Work: Developing and Shaping","Fachhochschule Kärnten","Master","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/social-studies/1606-social-work-developing-and-shaping-12-1-feldkirchen.en.html","Medicine & Health","German"
"Biomedical Science","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/medicinehealth/biomedicine/molecular-medicine/1613-biomedical-science-2-1-wiener-neustadt.en.html","Medicine & Health","German"
"Dietetics","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/medicinehealth/health/1618-dietetics-2-1-st-poelten.en.html","Medicine & Health","German"
"Occupational Therapy","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/medicinehealth/health/1621-occupational-therapy-2-1-wiener-neustadt.en.html","Medicine & Health","German"
