"Title","University","Degree","Duration","Tuition","Link","Language"
"European and International Business Law (Joint study programme)","Mykolas Romeris University","Master‘s studies",2,4606,"https://studyin.lt/programs/european-and-international-business-law/","English"
"Financial Management","Mykolas Romeris University","Master‘s studies",1.5,4606,"https://studyin.lt/programs/financial-ma-management/","English"
"Business Administration, MBA","Mykolas Romeris University","MBA",1,5500,"https://studyin.lt/programs/business-administration-mba/","English"
"Electronic Business and Innovations","Mykolas Romeris University","Master‘s studies",1.5,4606,"https://studyin.lt/programs/electronic-business-management/","English"
"Communication and Digital Marketing","Mykolas Romeris University","Bachelor's studies (university)",3,3176,"https://studyin.lt/programs/communication-and-digital-marketing/","English"
"Psychology","Mykolas Romeris University","Bachelor's studies (university)",3.5,4108,"https://studyin.lt/programs/psychology/","English"
"English for Specific Purposes and the Second Foreign Language","Mykolas Romeris University","Bachelor's studies (university)",3.5,4108,"https://studyin.lt/programs/english-for-specific-purposes-and-the-second-foreign-language/","English"
"Game Development and Digital Animation","Mykolas Romeris University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/game-development-digital-animation/","English"
"Business Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,2865,"https://studyin.lt/programs/business-management-2/","English"
"Architecture","Vilnius Gediminas Technical University (VILNIUS TECH)","Integrated studies",5,5065,"https://studyin.lt/programs/architecture/","English"
"Biomedical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master‘s studies",2,5157,"https://studyin.lt/programs/biomedical-engineering/","English"
"Health Psychology","Lithuanian University of Health Sciences","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/health-psychology/","English"
"English Language and Literature","LCC International University","Bachelor's studies (university)",4,4130,"https://studyin.lt/programs/english-language-and-literature/","English"
"Psychology","LCC International University","Bachelor's studies (university)",4,4130,"https://studyin.lt/programs/psychology-2/","English"
"Theology","LCC International University","Bachelor's studies (university)",4,4130,"https://studyin.lt/programs/evangelical-theology/","English"
"International Relations and Development","LCC International University","Bachelor's studies (university)",4,4130,"https://studyin.lt/programs/international-relations-and-development/","English"
"Applied Informatics and Programming","Lithuania Business University of Applied Sciences","Bachelor's studies (university)",3,3000,"https://studyin.lt/programs/applied-informatics-and-programming/","English"
"Tourism and Entertainment Business Industry","Lithuania Business University of Applied Sciences","Bachelor's studies (university)",3,3000,"https://studyin.lt/programs/tourism-and-entertainment-business-industry/","English"
"Sales and Logistics Management","Lithuania Business University of Applied Sciences","Bachelor's studies (university)",3,3000,"https://studyin.lt/programs/sales-and-logistics-management/","English"
"Smart Management","Lithuania Business University of Applied Sciences","Bachelor's studies (university)",3,3000,"https://studyin.lt/programs/smart-management/","English"
"Automotive Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3727,"https://studyin.lt/programs/automotive-engineering/","English"
"Electrical Energetics Systems Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master‘s studies",2,5157,"https://studyin.lt/programs/electricsl-energetics-systems-engineering/","English"
"ENGLISH AND ANOTHER FOREIGN LANGUAGE (German/French) AND BUSINESS COMMUNICATION","Klaipeda University","Master‘s studies",2,4606,"https://studyin.lt/programs/english-and-another-foreign-language-german-french-and-business-communication/","German"
"REGIONAL GOVERNANCE","Klaipeda University","Master‘s studies",1.5,4606,"https://studyin.lt/programs/regional-governance/","English"
"BUSINESS MANAGEMENT","Klaipeda University","Master‘s studies",2,4606,"https://studyin.lt/programs/business-management-6/","English"
"HEALTH CARE MANAGEMENT","Klaipeda University","Master‘s studies",2,4606,"https://studyin.lt/programs/health-care-management/","English"
"INNOVATIVE PROCESSES ENGINEERING","Klaipeda University","Master‘s studies",2,5538,"https://studyin.lt/programs/oil-and-gas-process-engineering/","English"
"SHIPPING AND PORT ENGINEERING","Klaipeda University","Master‘s studies",2,5538,"https://studyin.lt/programs/shipping-port-engineering/","English"
"ELECTRICAL ENGINEERING","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/electrical-engineering/","English"
"MECHANICAL ENGINEERING","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/mechanical-engineering/","English"
"INFORMATICS","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/informatics-it-software-specializations-software-engineering-smart-systems-development/","English"
"PHYSICAL GEOGRAPHY AND OCEANOGRAPHY","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/physical-geography-and-oceanography/","English"
"Social Work and Crisis Intervention","Klaipeda University","Bachelor's studies (university)",3.5,3176,"https://studyin.lt/programs/social-work-specializations-social-work-in-community-social-work-in-health-care/","English"
"ECONOMICS","Klaipeda University","Bachelor's studies (university)",3.5,3176,"https://studyin.lt/programs/economics/","English"
"MANAGEMENT","Klaipeda University","Bachelor's studies (university)",3.5,3176,"https://studyin.lt/programs/management-4/","English"
"RECREATION AND TOURISM","Klaipeda University","Bachelor's studies (university)",3,2954,"https://studyin.lt/programs/recreation-and-tourism-health-tourism-e-tourism/","English"
"HISTORY OF EUROPE","Klaipeda University","Bachelor's studies (university)",3,3176,"https://studyin.lt/programs/history-of-europe/","English"
"ENGLISH PHILOLOGY","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/english-philology-3/","English"
"Animal Science","Lithuanian University of Health Sciences","Master‘s studies",2,5538,"https://studyin.lt/programs/animal-science/","English"
"Food Science","Lithuanian University of Health Sciences","Master‘s studies",2,5538,"https://studyin.lt/programs/food-science/","English"
"PHYSIOTHERAPY","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/physiotherapy-6/","English"
"Occupational Therapy","Lithuanian University of Health Sciences","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/occupational-therapy/","English"
"Nursing","Lithuanian University of Health Sciences","Bachelor's studies (university)",4,4300,"https://studyin.lt/programs/nursing/","English"
"Economics Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,2865,"https://studyin.lt/programs/economics-engineering/","English"
"Lifestyle Medicine (Blended)","Lithuanian University of Health Sciences","Master‘s studies",2,5538,"https://studyin.lt/programs/lifestyle-medicine/","English"
"Applied Public Health","Lithuanian University of Health Sciences","Master‘s studies",2,5538,"https://studyin.lt/programs/public-health/","English"
"Veterinary Medicine","Lithuanian University of Health Sciences","Integrated studies",6,9000,"https://studyin.lt/programs/veterinary-medicine/","English"
"Pharmacy","Lithuanian University of Health Sciences","Integrated studies",5,5600,"https://studyin.lt/programs/pharmacy/","English"
"Odontology (Dentistry)","Lithuanian University of Health Sciences","Integrated studies",5,14100,"https://studyin.lt/programs/odontology/","English"
"Media and Communication","European Humanities University","Bachelor's studies (university)",4,3100,"https://studyin.lt/programs/mediaandcommunication/","English"
"MSc Tourism and Sports Management","Lithuanian Sports University","Master‘s studies",2,3650,"https://studyin.lt/programs/tourism-and-sports-management/","English"
"International Business","Vilniaus kolegija / Higher Education Institution","Bachelor's studies (college)",3,0,"https://studyin.lt/programs/international-business-2/","English"
"Image Design","St. Ignatius of Loyola College","Bachelor's studies (college)",3,5200,"https://studyin.lt/programs/image-design/","English"
"International Business","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,2400,"https://studyin.lt/programs/international-business-5/","English"
"Physiotherapy","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,3005,"https://studyin.lt/programs/physiotherapy2/","English"
"LEISURE SPORTS","Klaipeda University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/leisuresports/","English"
"Aviation Management","Kazimieras Simonavicius University (KSU)","Bachelor's studies (university)",3.5,5000,"https://studyin.lt/programs/aviation-management/","English"
"Tourism and Hotel Management","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3,2573,"https://studyin.lt/programs/tourism-and-hotel-management/","English"
"Transport Logistics (Only in the Lithuanian language)","Kolpingo kolegija / Kolping Higher Education Institution","Bachelor's studies (college)",3,2600,"https://studyin.lt/programs/social-business/","English"
"International Business Administration","LCC International University","Bachelor's studies (university)",4,4130,"https://studyin.lt/programs/international-business-administration/","English"
"Economics and Politics","ISM University of Management and Economics","Bachelor's studies (university)",3.5,3190,"https://studyin.lt/programs/economics-and-politics/","English"
"Medicine","Lithuanian University of Health Sciences","Integrated studies",6,12600,"https://studyin.lt/programs/medicine1/","English"
"Architecture","Kaunas University of Technology","Integrated studies",5,5555,"https://studyin.lt/programs/architecture1/","English"
"Music Performance (in Vilnius and Klaipėda)","Lithuanian Academy of Music and Theatre","Master‘s studies",2,8960,"https://studyin.lt/programs/music-performance/","English"
"Building Energy Systems Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3727,"https://studyin.lt/programs/building-energetics/","English"
