"University","Programme","City","Study_Level","Study_Type","Study_Language","Price"
"EGE UNIVERSITY","ART HISTORY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","CLASSICAL ARCHAEOLOGY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","ENGLISH LANGUAGE AND LITERATURE PR. (ENGLISH)","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH","426,00  TL"
"EGE UNIVERSITY","ENGLISH TRANSLATION AND INTERPRETATION PR. (ENGLISH)","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"EGE UNIVERSITY","GEOGRAPHY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","GERMAN LANGUAGE AND LITERATURE PR. (GERMAN)","İZMİR","Bachelor's Level","NORMAL EDUCATION","GERMAN","426,00  TL"
"EGE UNIVERSITY","GERMAN TRANSLATION AND INTERPRETATION PR. (GERMAN)","İZMİR","Bachelor's Level","NORMAL EDUCATION","GERMAN",""
"EGE UNIVERSITY","HISTORY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"EGE UNIVERSITY","HISTORY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","PHILOSOPHY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","PHILOSOPHY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"EGE UNIVERSITY","PROTOHISTORY AND ASIA MINOR ARCHAEOLOGY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","PSYCHOLOGY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","SOCIOLOGY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","TURKISH LANGUAGE AND LITERATURE PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","NURSING PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","PHARMACY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","741,00  TL"
"EGE UNIVERSITY","ASTRONOMY AND SPACE SCIENCES PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","BIOCHEMISTRY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","BIOCHEMISTRY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"EGE UNIVERSITY","BIOLOGY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","CHEMISTRY PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","MATHEMATICS PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","PHYSICS PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","STATISTICS PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","426,00  TL"
"EGE UNIVERSITY","COACH TRAINING PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","PHYSICAL EDUCATION AND SPORTS TEACHING PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","SPORTS MANAGEMENT PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","426,00  TL"
"EGE UNIVERSITY","VISUAL COMMUNICATION DESIGN PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","474,00  TL"
"EGE UNIVERSITY","MEDICINE PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","886,50  TL"
"EGE UNIVERSITY","MUSICAL INSTRUMENT MAKING AND REPAIR PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","FISHERIES TECHNOLOGY ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","FISHERIES TECHNOLOGY ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","34.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MARINE ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"KARADENIZ TECHNICAL UNIVERSITY","MARITIME MANAGEMENT PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"KARADENIZ TECHNICAL UNIVERSITY","MARITIME TRANSPORTATION, MANAGEMENT ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","34.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MARITIME TRANSPORTATION, MANAGEMENT ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"KARADENIZ TECHNICAL UNIVERSITY","NAVAL ARCHITECTURE AND MARINE ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","34.000,00  TL"
"EGE UNIVERSITY","TURKISH FOLK DANCES PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","883,50  TL"
"EGE UNIVERSITY","TURKISH MUSIC PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"EGE UNIVERSITY","VOCAL TRAINING PR.","İZMİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","883,50  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ARCHITECTURE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","INTERIOR ARCHITECTURE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","URBAN AND REGIONAL PLANNING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","DENTISTRY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","100.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","BUSINESS ADMINISTRATION PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ECONOMETRICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ECONOMICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","INTERNATIONAL RELATIONS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","INTERNATIONAL RELATIONS PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"KARADENIZ TECHNICAL UNIVERSITY","LABOR ECONOMICS AND INDUSTRIAL RELATIONS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MANAGEMENT INFORMATION SYSTEMS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","PUBLIC ADMINISTRATION PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","PUBLIC FINANCE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","20.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"KARADENIZ TECHNICAL UNIVERSITY","CIVIL ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","CIVIL ENGINEERING PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"KARADENIZ TECHNICAL UNIVERSITY","COMPUTER ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"KARADENIZ TECHNICAL UNIVERSITY","GEOLOGICAL ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","GEOMATICS ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","INDUSTRIAL ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MECHANICAL ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","METALLURGICAL AND MATERIALS ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MINING ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","25.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","SOFTWARE ENGINEERING PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"KARADENIZ TECHNICAL UNIVERSITY","FOREST ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","FOREST INDUSTRY ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","LANDSCAPE ARCHITECTURE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","WILDLIFE ECOLOGY AND MANAGEMENT PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","WILDLIFE ECOLOGY AND MANAGEMENT PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","HEALTH ADMINISTRATION PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","22.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","NURSING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","22.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","NUTRITION AND DIETETICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","PHYSIOTHERAPY AND REHABILITATION PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","ARCHAEOLOGY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","ENGLISH LANGUAGE AND LITERATURE PR. (ENGLISH)","TRABZON","Bachelor's Level","NORMAL EDUCATION","ENGLISH","18.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","HISTORY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","18.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","PSYCHOLOGY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","RUSSIAN LANGUAGE AND LITERATURE PR. (RUSSIAN)","TRABZON","Bachelor's Level","NORMAL EDUCATION","RUSSIAN","18.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","SOCIOLOGY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","18.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","TURKISH LANGUAGE AND LITERATURE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","18.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","PHARMACY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","80.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","BIOLOGY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","23.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","CHEMISTRY PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","23.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","COMPUTER SCIENCES PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","MATHEMATICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","MATHEMATICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","23.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","MOLECULAR BIOLOGY AND GENETICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","23.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","PHYSICS PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","23.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","SOFTWARE DEVELOPMENT PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","CIVIL ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","ENERGY SYSTEMS ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","SOFTWARE ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH","27.000,00  TL"
"KARADENIZ TECHNICAL UNIVERSITY","SOFTWARE ENGINEERING PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"KARADENIZ TECHNICAL UNIVERSITY","MEDICINE PR.","TRABZON","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","ARCHITECTURE PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","INDUSTRIAL DESIGN PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","URBAN AND REGIONAL PLANNING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","BIOLOGY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","BIOLOGY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","CHEMISTRY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","HISTORY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","MATHEMATICS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","MOLECULAR BIOLOGY AND GENETICS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","PHILOSOPHY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","PHILOSOPHY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","PHYSICS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","PSYCHOLOGY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","SOCIOLOGY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","STATISTICS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY BINGHAMTON) (PAID)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY BINGHAMTON) (%50 SCHOLARSHIP)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","ECONOMICS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","GLOBAL POLITICS AND INTERNATIONAL AFFAIRS PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY BINGHAMTON) (PAID)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","GLOBAL POLITICS AND INTERNATIONAL AFFAIRS PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY BINGHAMTON) (%50 SCHOLARSHIP)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","INTERNATIONAL RELATIONS PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","CHEMISTRY TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","CHEMISTRY TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY NEW PALTZ) (PAID)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY NEW PALTZ) (%50 SCHOLARSHIP)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","MATHEMATICS TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","MATHEMATICS TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","PHYSICAL EDUCATION AND SPORTS TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","PHYSICS TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","PHYSICS TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","SCIENCE TEACHING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.000,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","AEROSPACE ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","CHEMICAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","CIVIL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","COMPUTER ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","ENVIRONMENTAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","FOOD ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","FOOD ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","GEOLOGICAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","INDUSTRIAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","MECHANICAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","MECHANICAL ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","METALLURGICAL AND MATERIALS ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","MINING ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"ATATURK UNIVERSITY","ADVERTISING PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","BUSINESS ADMINISTRATION PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","CHILD DEVELOPMENT PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","EXERCISE AND SPORTS SCIENCES PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","FASHION AND TEXTILE DESIGN PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","GRAPHIC ARTS PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ATATURK UNIVERSITY","HEALTH ADMINISTRATION PR. (OPEN EDUCATION)","ERZURUM","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"MIDDLE EAST TECHNICAL UNIVERSITY","PETROLEUM AND NATURAL GAS ENGINEERING PR. (ENGLISH)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","1.500,00  $"
"MIDDLE EAST TECHNICAL UNIVERSITY","INDUSTRIAL ENGINEERING PR. (ENGLISH) (%25 SCHOLARSHIP)","ANKARA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
