"University","Programme","City","Study_Level","Study_Type","Study_Language","Price"
"BOGAZICI UNIVERSITY","INTERNATIONAL TRADE PR. (ENGLISH)","İSTANBUL","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"BOGAZICI UNIVERSITY","MANAGEMENT INFORMATION SYSTEMS PR. (ENGLISH)","İSTANBUL","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"BOGAZICI UNIVERSITY","TOURISM MANAGEMENT - TOURISM ADMINISTRATION PR. (ENGLISH)","İSTANBUL","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","COMPOSITION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","GUITAR PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","HARP PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","AVIATION MANAGEMENT PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","NURSING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","NUTRITION AND DIETETICS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","MECHANICAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","VETERINARY MEDICINE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","772,00  TL"
"CUKUROVA UNIVERSITY","ACTING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","MUSICAL INSTRUMENT MAKING AND REPAIR PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","MUSICAL INSTRUMENT MAKING AND REPAIR PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","MUSICOLOGY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","OPERA PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PIANO PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","STRING INSTRUMENTS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","THEATRE PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","OPERA PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.178,00  TL"
"CUKUROVA UNIVERSITY","PIANO PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.178,00  TL"
"CUKUROVA UNIVERSITY","STRING INSTRUMENTS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.178,00  TL"
"ANADOLU UNIVERSITY","TURKISH MUSIC PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","WIND AND PERCUSSION INSTRUMENTS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","TURKISH FOLK DANCES PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","TURKISH MUSIC PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","VOCAL TRAINING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","AGRICULTURAL MACHINERY AND TECHNOLOGIES ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","AGRICULTURAL MACHINERY AND TECHNOLOGIES ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","WIND AND PERCUSSION INSTRUMENTS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","AGRICULTURAL ECONOMICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","AGRICULTURAL MACHINERY AND TECHNOLOGIES ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"DICLE UNIVERSITY","ARABLE CROPS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","HORTICULTURAL CROPS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","PLANT PROTECTION PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","AGRICULTURAL STRUCTURES AND IRRIGATION PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","ARABLE CROPS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","ARABLE CROPS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","HORTICULTURAL CROPS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","PLANT PROTECTION PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","SOIL SCIENCE AND PLANT NUTRITION PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","ZOOTECHNICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"DICLE UNIVERSITY","ZOOTECHNICS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","ARCHITECTURE PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","VISUAL ARTS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","AQUACULTURAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","632,00  TL"
"CUKUROVA UNIVERSITY","ARCHITECTURE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","INTERIOR ARCHITECTURE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","627,00  TL"
"CUKUROVA UNIVERSITY","INTERIOR ARCHITECTURE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","LANDSCAPE ARCHITECTURE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","774,00  TL"
"CUKUROVA UNIVERSITY","ARCHAEOLOGY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","BIOLOGY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"ANADOLU UNIVERSITY","AVIATION MANAGEMENT PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH) (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","ENGLISH",""
"CUKUROVA UNIVERSITY","CHEMISTRY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","COMPUTER SCIENCES PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","MATHEMATICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","PHYSICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","PSYCHOLOGY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","STATISTICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","STATISTICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","TURKISH LANGUAGE AND LITERATURE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","INTERNATIONAL TRADE AND LOGISTICS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","INTERNATIONAL TRADE AND LOGISTICS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"DICLE UNIVERSITY","JOURNALISM PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","PUBLIC RELATIONS AND PROMOTION PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","RADIO, TELEVISION AND CINEMA PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","COMMUNICATION SCIENCES PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","JOURNALISM PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","RADIO, TELEVISION AND CINEMA PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"ANADOLU UNIVERSITY","CINEMA AND TELEVISION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"ANADOLU UNIVERSITY","COMMUNICATION DESIGN AND MANAGEMENT PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","JOURNALISM PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"ANADOLU UNIVERSITY","PUBLIC RELATIONS AND ADVERTISING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"ANADOLU UNIVERSITY","ECONOMICS PR. (ENGLISH) (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","ECONOMICS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","INTERNATIONAL RELATIONS PR. (ENGLISH) (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","INTERNATIONAL RELATIONS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"DICLE UNIVERSITY","DENTISTRY PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","DENTISTRY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","988,00  TL"
"ANADOLU UNIVERSITY","LABOR ECONOMICS AND INDUSTRIAL RELATIONS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR. (ENGLISH) (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PUBLIC FINANCE PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY EMPIRE STATE COLLEGE) (PAID)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"DICLE UNIVERSITY","BUSINESS ADMINISTRATION PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","BUSINESS ADMINISTRATION PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","939,00  TL"
"ANADOLU UNIVERSITY","ECONOMICS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","ECONOMICS PR. (ENGLISH)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","ECONOMICS PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY CORTLAND) (PAID)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","LABOR ECONOMICS AND INDUSTRIAL RELATIONS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","ECONOMICS PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","HEALTH ADMINISTRATION PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","ECONOMETRICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","626,00  TL"
"CUKUROVA UNIVERSITY","ECONOMETRICS PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","939,00  TL"
"CUKUROVA UNIVERSITY","ECONOMICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","626,00  TL"
"CUKUROVA UNIVERSITY","ECONOMICS PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","939,00  TL"
"ANADOLU UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PUBLIC FINANCE PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PUBLIC FINANCE PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","ECONOMICS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","INTERNATIONAL RELATIONS PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"DICLE UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","SOCIAL SERVICES PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","POLITICAL SCIENCE AND INTERNATIONAL RELATIONS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","626,00  TL"
"CUKUROVA UNIVERSITY","POLITICAL SCIENCE AND INTERNATIONAL RELATIONS PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","939,00  TL"
"CUKUROVA UNIVERSITY","PUBLIC FINANCE PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","626,00  TL"
"ANADOLU UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR. (OPEN EDUCATION)","ESKİŞEHİR","Bachelor's Level","OPEN EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","CLASSROOM TEACHING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","ART TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","CLASSROOM TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH) (INTERNATIONAL DUAL DIPLOMA PROGRAM - SUNY CORTLAND) (PAID)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","FRENCH LANGUAGE TEACHING PR. (FRENCH)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","FRENCH",""
"ANADOLU UNIVERSITY","GERMAN LANGUAGE TEACHING PR. (GERMAN)","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","GERMAN",""
"ANADOLU UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","ENGLISH LANGUAGE TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","FRENCH LANGUAGE TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","GERMAN LANGUAGE TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","PHILOSOPHY GROUP TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"ANADOLU UNIVERSITY","SOCIAL STUDIES TEACHING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","SPECIAL EDUCATION TEACHING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","CIVIL ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","COMPUTER ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","SCIENCE TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","SOCIAL STUDIES TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","TURKISH LANGUAGE TEACHING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","AUTOMOTIVE ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","BIOMEDICAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","CIVIL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"DICLE UNIVERSITY","MECHANICAL ENGINEERING PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","COMPUTER ENGINEERING PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"CUKUROVA UNIVERSITY","COMPUTER ENGINEERING PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"CUKUROVA UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"CUKUROVA UNIVERSITY","ENVIRONMENTAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","FOOD ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"CUKUROVA UNIVERSITY","GEOLOGICAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","INDUSTRIAL ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","MECHANICAL ENGINEERING PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ANADOLU UNIVERSITY","CARTOON AND ANIMATION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","CARTOON AND ANIMATION PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","CERAMICS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","GLASS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","GLASS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","MECHANICAL ENGINEERING PR. (ENGLISH)","ADANA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"CUKUROVA UNIVERSITY","MINING ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","TEXTILE ENGINEERING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","CERAMICS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","627,00  TL"
"CUKUROVA UNIVERSITY","FASHION AND TEXTILE DESIGN PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","627,00  TL"
"ANADOLU UNIVERSITY","GRAPHIC ARTS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PAINTING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PRINTMAKING PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","SCULPTURE PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","NUTRITION AND DIETETICS PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","SOCIAL SERVICES PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","GRAPHIC ARTS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","GRAPHIC ARTS PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"CUKUROVA UNIVERSITY","MIDWIFERY PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"CUKUROVA UNIVERSITY","NURSING PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","568,00  TL"
"ANADOLU UNIVERSITY","SPEECH AND LANGUAGE THERAPY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","SPEECH AND LANGUAGE THERAPY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","LAW PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH","70.000,00  TL"
"ANADOLU UNIVERSITY","ARCHAEOLOGY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","ART HISTORY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","HISTORY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PHILOSOPHY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ANADOLU UNIVERSITY","PSYCHOLOGY PR.","ESKİŞEHİR","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"DICLE UNIVERSITY","LAW PR.","DİYARBAKIR","Bachelor's Level","NORMAL EDUCATION","TURKISH","939,00  TL"
"CUKUROVA UNIVERSITY","LAW PR.","ADANA","Bachelor's Level","NORMAL EDUCATION","TURKISH","626,00  TL"
